split_1	split_2	split_3
3317	40336	39159
3318	256	38808
3322	47986	28861
3323	2111	47227
3325	45000	23701
3326	47567	13099
3328	15492	22706
3330	2678	49944
3333	13440	976
3336	12697	33097
3337	7823	25373
3341	30590	7994
3343	27277	15012
3346	19487	28040
3348	2176	33094
3350	37473	7078
3352	21220	37430
3353	37	19157
3358	13849	27499
3359	14908	30224
3362	1433	23011
3364	17677	30231
3366	17532	35691
3367	34719	49632
3369	29963	3463
3370	40355	2765
3371	4508	9572
3372	23394	7716
3373	3508	33591
3374	40746	8153
3381	42285	35614
3382	25678	14046
3383	42909	42469
3384	9736	47084
3386	27224	31525
3388	23816	24975
3389	1886	21544
3393	35115	36291
3398	29138	6625
3403	27572	25885
3404	27287	2296
3405	31397	20155
3406	3116	42118
3408	20498	40302
3409	20579	34593
3410	34635	23376
3413	47641	12789
3414	34069	7903
3416	30665	8676
3419	48795	14472
3420	47054	40619
3422	6640	37518
3424	13895	9033
3425	27895	40886
3426	33754	43867
3428	7334	1104
3430	40439	30615
3431	18866	35981
3432	16842	43330
3433	48479	10532
3434	42247	47639
3435	11717	33739
3436	10040	46830
3440	12166	2868
3441	32005	37155
3442	43385	30892
3443	32341	10431
3446	15166	9688
3448	47193	9193
3452	40134	20634
3455	40457	5367
3456	48056	24774
3457	40771	45757
3458	36092	11627
3460	49327	33375
3462	2240	8232
3464	33201	45679
3466	12575	42582
3470	15549	35628
3472	9413	23971
3473	21060	6892
3474	46205	46097
3477	24432	2118
3478	22624	43188
3479	474	7419
3480	7253	24778
3486	18069	19813
3491	31036	29307
3492	6298	43131
3495	46428	42963
3496	19451	13588
3497	46821	8763
3499	38097	41003
3503	5275	44743
3506	11147	20481
3508	45489	37866
3509	34990	16213
3510	29514	7762
3511	16334	49300
3512	19489	29104
3515	47528	45880
3518	47887	11087
3521	15526	10697
3524	31232	9343
3525	4256	37433
3527	45192	7010
3536	36478	45011
3538	8797	46706
3539	39182	35924
3544	7169	20330
3546	16786	33293
3549	3765	45526
3550	38760	19315
3551	13134	32411
3552	45151	12247
3553	43828	28619
3554	7999	34418
3555	40669	6086
3556	45758	10519
3559	12775	26778
3561	15277	38848
3564	24879	22477
3565	6582	49519
3567	47362	36778
3569	24086	10338
3570	40292	45368
3573	2976	44064
3575	2682	4445
3579	11314	24509
3581	28392	32798
3583	40190	5686
3585	16236	15153
3588	22473	30616
3591	16685	21942
3594	31592	34786
3596	49044	32503
3605	16080	3684
3607	25353	6643
3609	23554	40815
3615	10204	26231
3616	30869	30186
3617	47375	43521
3620	17128	14859
3623	28380	5698
3624	11504	21411
3625	21114	21101
3626	34169	3679
3627	17096	15933
3630	35009	34815
3631	13591	41950
3634	46069	38956
3635	23958	7745
3637	37605	32610
3640	35269	40984
3641	25398	4224
3642	21102	25375
3644	3920	35699
3646	23644	44315
3654	33869	25463
3656	17016	45593
3657	12277	24314
3659	30706	21408
3664	34753	36874
3667	15331	37762
3668	47360	25915
3671	20136	45763
3672	9051	13806
3674	30657	46247
3680	23971	24246
3681	10291	42102
3682	26014	13849
3684	25324	6864
3685	6847	46310
3687	32490	43916
3688	10694	27370
3690	35542	20115
3693	31452	48708
3694	10712	34479
3695	14927	45016
3698	27362	29901
3699	30337	35933
3700	16166	16862
3701	38230	48321
3702	18573	39696
3705	29833	31500
3707	7544	2741
3708	21197	48644
3713	36033	34091
3716	28479	47267
3721	5720	37310
3723	41580	7306
3724	5581	10670
3725	24154	21738
3726	2858	17354
3727	21556	27425
3728	9145	15427
3729	22792	34214
3730	20582	44710
3733	29886	10791
3737	25821	48699
3740	35216	48961
3741	5824	35722
3742	25077	24026
3744	33556	38637
3745	8303	19894
3746	25885	6881
3748	13647	2875
3749	15070	40721
3753	47466	19558
3754	26521	46469
3758	27947	32018
3759	43856	38765
3760	43135	15779
3761	32684	29145
3763	41276	3878
3764	38590	42384
3765	40893	14069
3768	7913	35808
3770	48107	28802
3771	21543	41970
3780	18972	4251
3781	7988	13397
3783	41003	43382
3784	40887	44127
3789	34793	47297
3790	40881	45866
3791	11397	6793
3796	15310	39302
3797	35666	35646
3799	1714	20557
3804	40299	38110
3805	21622	35857
3807	25216	17069
3809	26629	11695
3812	24418	21821
3816	47454	29079
3817	30930	39787
3819	45343	33806
3820	6180	19817
3822	39563	20755
3824	21247	5646
3831	20883	11066
3833	29046	34942
3837	36871	31001
3839	20652	9340
3841	34946	34393
3842	34583	12118
3847	928	1786
3848	15998	37347
3852	8310	26373
3853	7287	40233
3855	14888	39915
3857	28688	44839
3858	40570	12881
3859	15410	38065
3861	1435	37334
3862	44775	41059
3863	16275	10419
3866	48751	4046
3869	6686	17843
3875	40196	5859
3876	20100	36182
3877	38177	32430
3878	46500	19769
3881	755	49075
3882	5524	1407
3883	26748	27339
3885	33409	15645
3887	30747	10099
3889	47808	45782
3891	24933	40236
3893	20335	47703
3894	31966	42304
3895	5874	2237
3896	5346	19220
3899	26576	25721
3900	42231	19089
3904	4620	39135
3906	24476	43906
3907	36531	26446
3909	2624	41023
3910	42620	29952
3912	32606	47485
3914	6661	49321
3915	24982	3402
3916	14387	48279
3919	12572	7274
3921	32041	41705
3923	6226	27199
3925	40369	30398
3927	18874	5136
3928	8060	42806
3929	5051	26275
3934	2923	13406
3939	45879	42537
3942	26261	38257
3943	25184	11665
3944	22320	10237
3947	34489	29598
3949	33928	41379
3951	21444	32174
3952	20695	24707
3954	35588	35340
3955	42833	1523
3957	6778	5911
3958	29511	7739
3959	48891	23643
3962	29042	32322
3963	16260	40961
3964	17216	40498
3969	14005	43519
3971	13595	37812
3972	48081	49546
3974	39446	32872
3975	9634	39470
3978	7524	29251
3979	7879	19417
3980	47067	49627
3983	9602	30633
3985	38386	30731
3986	28928	4330
3987	8167	34511
3989	22852	31959
3991	19304	19205
3992	46639	9984
3993	37716	9026
3996	41874	36334
3999	36294	1217
4001	45044	36515
4002	33581	10041
4003	29524	29298
4004	32677	6560
4005	11564	48583
4006	39144	6461
4007	5754	35551
4008	12208	5751
4012	5900	13083
4013	25141	29738
4019	2739	4047
4021	1332	21783
4024	983	8516
4025	6935	5946
4029	28379	34340
4031	17741	14000
4032	30046	47818
4033	14115	18078
4034	19387	19466
4035	6774	43549
4038	38933	36229
4040	43358	4226
4042	2747	21122
4043	14274	31728
4047	13869	28342
4051	39341	6219
4054	19288	12098
4058	41319	19530
4067	12476	24607
4068	12985	39380
4069	25070	24560
4070	35685	10774
4072	3734	17165
4075	10888	13939
4076	29313	655
4077	12012	8305
4078	8383	29621
4079	4113	15081
4080	17256	47225
4081	4492	33436
4082	15954	43575
4084	37100	6078
4090	33718	21789
4092	11765	24003
4093	35449	3398
4094	8464	49667
4096	47904	16913
4099	35794	1070
4100	30477	3431
4103	48889	40073
4104	35714	41234
4109	40388	1622
4113	2233	5285
4114	13773	25432
4115	17697	54
4116	39212	1278
4117	20750	44479
4118	9019	29250
4122	3165	36656
4125	41583	46978
4128	32615	32193
4132	31546	16088
4134	39845	6110
4135	22328	43446
4138	8245	7935
4143	16017	18216
4145	24736	646
4146	42015	19725
4147	9744	34723
4148	10467	14583
4150	34136	11747
4156	3377	40316
4157	21853	6375
4158	47110	26226
4164	8116	43675
4165	21409	535
4167	15349	4835
4169	10219	46221
4170	40878	8600
4174	6872	7120
4175	24054	37761
4176	12313	5794
4180	41222	33738
4181	28752	47212
4183	34142	42720
4185	15612	47555
4186	36246	10068
4190	2740	31443
4192	35723	43754
4194	20290	27591
4197	17837	1862
4199	46938	22602
4200	18246	23888
4201	39789	44596
4202	2878	31915
4204	20389	25278
4205	44571	27980
4208	38767	30031
4209	27074	2295
4210	9242	35177
4212	18433	42299
4214	41555	43469
4217	38560	40283
4218	27290	10563
4227	13592	39467
4233	40137	21687
4236	20726	18973
4237	30432	25469
4238	48847	19610
4240	21276	25314
4241	43555	14719
4242	29363	3655
4243	4133	1115
4244	12906	24054
4246	44293	36993
4247	12547	36666
4250	41509	13847
4252	30173	25405
4253	43145	15143
4255	45485	42904
4260	24322	47001
4262	33548	33449
4263	35636	31026
4264	28296	23947
4268	44029	10516
4272	6369	24974
4274	29410	43960
4275	33532	26197
4276	40580	16828
4277	39737	45579
4280	17779	41409
4282	28336	15674
4284	949	38046
4287	13562	43893
4289	42218	33459
4291	2783	22664
4292	41215	4523
4293	42445	46813
4297	45837	28822
4298	35385	32269
4299	13367	30492
4302	6584	28455
4303	3551	26982
4304	13312	30444
4305	9940	20444
4306	3268	46912
4307	26330	46689
4308	2698	31663
4309	8870	45915
4315	20075	37015
4317	14460	23820
4318	20806	3227
4319	13757	33216
4322	24168	13496
4325	16336	43862
4330	44770	32986
4331	43016	47179
4333	28849	32085
4334	33251	27833
4338	32050	20233
4339	13979	17063
4340	37617	48848
4341	22910	49269
4342	6409	20540
4343	7895	38181
4345	24965	30929
4348	3125	5542
4350	5674	40251
4351	3898	20136
4352	42514	42125
4353	48211	43767
4354	34073	29139
4355	18946	23406
4357	19998	34994
4362	9456	1878
4363	33839	31203
4364	28096	13118
4367	9015	25376
4369	8833	35084
4376	28702	30134
4382	2329	3832
4383	34775	21510
4384	21304	1363
4390	329	44609
4391	42877	14928
4392	3772	11024
4398	14105	14184
4399	35366	39151
4402	14893	17308
4404	21611	3809
4407	40840	1713
4408	17979	33871
4411	38987	21234
4413	3527	24594
4415	31952	3008
4417	3103	37775
4418	25405	36984
4421	18556	10360
4422	38022	8472
4423	7075	43600
4425	39874	33535
4427	26139	41946
4429	28155	16430
4430	19030	43101
4431	41438	23336
4434	9032	43668
4435	37455	33492
4438	25652	42473
4439	9640	39683
4441	21588	23273
4442	29424	44224
4444	12200	18555
4445	43317	42452
4446	39560	4998
4449	25424	11896
4450	10515	26137
4451	45186	29
4457	18477	13019
4459	11329	37092
4460	27000	1348
4464	48323	47060
4467	26981	48670
4470	48907	49444
4473	4255	5281
4475	43752	448
4480	33374	27869
4481	41901	33247
4482	42499	44100
4483	26389	43871
4484	24635	21317
4485	3292	1706
4491	21195	48609
4492	10658	3035
4493	16460	23848
4494	4728	4656
4497	7566	28969
4499	8407	1845
4500	41205	46926
4501	29115	38572
4503	41347	2630
4505	22595	10518
4509	37902	32069
4511	14953	21799
4513	9310	35480
4514	49961	5197
4515	13231	5262
4517	14691	43428
4518	30283	24248
4519	48852	8859
4526	6423	42945
4529	6553	23881
4531	32334	13755
4532	5116	41067
4533	44437	8194
4538	8054	29116
4541	40009	44202
4543	18335	47191
4544	25528	19457
4545	36293	17959
4547	45396	36143
4549	31836	18343
4553	2146	1914
4557	6125	18605
4559	28257	6780
4562	4798	24683
4563	20856	11192
4565	25751	11348
4566	40563	25496
4567	12644	47515
4570	19797	49463
4571	44308	28305
4572	40250	6075
4576	39064	24909
4578	24240	34330
4584	12724	24033
4585	17642	26272
4586	29340	1385
4588	23343	21566
4589	43336	32720
4590	12849	35021
4591	7620	30105
4592	31358	23730
4593	10397	12389
4595	35518	45760
4597	21527	17007
4598	5491	5586
4599	10273	16181
4600	13518	16361
4602	3783	34280
4604	30084	14349
4607	21910	9058
4614	15535	39466
4616	42147	9989
4618	12625	13532
4620	24404	32905
4621	25350	36242
4622	20576	10066
4625	44581	10109
4626	19877	17441
4627	1582	19849
4629	12139	27529
4630	19299	35389
4633	44981	32427
4635	8547	16059
4636	46431	8407
4640	36516	32583
4641	17540	43443
4643	5364	5661
4646	10995	27061
4647	37989	13790
4650	12872	4661
4653	5375	26332
4654	31052	8816
4655	21348	29333
4656	4204	20105
4657	22235	13815
4660	39971	24129
4661	38902	25815
4664	46794	20174
4665	18009	18926
4672	41857	1074
4673	46233	36192
4674	16553	29098
4678	23040	27191
4680	24602	11536
4681	2108	26775
4682	20989	35348
4683	18915	19496
4684	35017	36156
4688	40258	2793
4691	10976	40126
4693	16401	25735
4695	19432	2395
4697	45150	7412
4702	21096	10101
4703	48095	22967
4706	24247	28439
4708	5784	14709
4709	29614	21853
4711	7720	39716
4713	9566	20470
4714	45358	3276
4716	33475	3720
4718	23920	29512
4719	37887	35117
4720	22563	4264
4721	47937	31620
4722	35724	3714
4723	43188	10438
4725	40704	29782
4726	2	10434
4727	46898	17556
4728	38179	7339
4729	31479	3357
4730	39502	27027
4731	22011	12614
4732	42197	5061
4733	900	32495
4739	13617	4971
4740	9589	39656
4742	2393	28375
4743	8962	4074
4746	17106	30443
4747	15958	17769
4750	37991	15031
4751	14685	31841
4752	14071	1541
4754	4386	3707
4755	15093	13659
4756	29150	34703
4757	11634	7915
4758	1103	32528
4759	45579	16476
4761	3301	25344
4762	16481	31588
4764	42855	24815
4769	6412	23651
4773	48797	37258
4778	34700	30446
4779	36385	30136
4780	44518	13885
4782	9687	31878
4783	48263	36600
4785	2714	30380
4787	42836	29699
4789	2322	47797
4790	6242	44729
4791	38593	19943
4793	15456	29494
4794	2243	16480
4795	41317	16269
4796	34879	10725
4797	23295	32189
4799	12911	6184
4801	31350	24829
4802	32346	43190
4803	11462	3682
4805	5897	48809
4806	17126	43357
4808	44005	24195
4809	28395	9158
4811	49018	19250
4812	45134	24984
4814	49562	30079
4815	21769	45473
4816	19954	6337
4818	22481	15319
4819	8944	23164
4821	12199	38612
4822	4054	2383
4824	39152	5459
4825	18400	37830
4827	11455	40621
4828	38587	10534
4830	38509	33242
4832	44812	10031
4833	30683	12447
4835	17708	9560
4838	5848	6239
4842	36314	3490
4843	700	597
4844	37247	14424
4848	28165	49195
4850	7248	49720
4853	11681	6406
4855	14595	46881
4856	32088	31359
4857	11178	31795
4863	39283	14881
4865	45223	24028
4867	6327	4588
4868	34647	47015
4869	22431	7311
4870	35787	28410
4871	28281	30458
4872	21443	18431
4873	49647	12418
4876	19220	28386
4877	37267	7384
4879	29813	43222
4881	40533	21701
4882	46300	29340
4887	31686	20183
4889	33197	22331
4890	48102	8641
4892	44277	25434
4893	6533	31025
4897	10337	21229
4898	27209	19475
4900	3736	13272
4901	18264	27356
4902	29579	35
4903	47682	1020
4904	10543	37589
4905	9765	3744
4908	44621	47395
4909	34440	36673
4911	12533	37075
4914	34786	33100
4915	25223	15571
4916	32383	13028
4917	89	40750
4918	4603	49280
4919	21208	13590
4920	19051	18758
4921	25698	657
4922	39642	33888
4924	29841	31343
4926	19818	28216
4928	28948	43191
4929	3900	23303
4932	16980	3346
4933	46449	7797
4934	11459	13482
4935	12993	24564
4940	48059	37644
4946	9028	49714
4947	20373	24943
4949	30672	38289
4950	15497	24038
4951	16085	8373
4958	49859	6314
4959	24891	33405
4960	12075	17242
4961	21313	13235
4964	10264	1107
4966	37044	20559
4967	38440	26543
4970	24496	43511
4971	3498	22276
4972	13057	27891
4973	14280	46353
4974	22487	24756
4975	31639	35813
4977	6859	33403
4978	48293	1501
4982	7909	40208
4984	26068	25790
4985	13651	33679
4991	39031	35326
4992	39226	21692
4994	48992	37646
4995	4712	48803
5001	47405	47810
5004	37609	5161
5008	21283	23954
5010	8725	39493
5014	38779	34231
5015	39053	32293
5016	2351	27918
5022	24546	33863
5023	35765	48202
5028	32686	37534
5031	40022	29293
5032	19971	5152
5033	41958	38047
5035	32539	18370
5037	21482	23760
5038	32105	40072
5043	471	24761
5048	30339	21336
5049	29727	5996
5050	1109	22726
5052	19776	30859
5054	17654	18584
5057	2518	3258
5058	8638	30138
5059	40345	44761
5060	28234	44072
5061	42545	16768
5062	24221	10635
5072	36159	43066
5073	17061	24506
5075	46546	25317
5076	42970	22482
5077	46086	33088
5079	36704	21505
5080	12641	25200
5084	3043	11006
5085	34887	42934
5086	23910	48162
5087	37915	15343
5089	2098	5436
5090	24172	21368
5093	40707	17355
5094	4979	43639
5096	39902	23343
5101	35008	42928
5103	16016	45491
5106	10808	29422
5108	17616	35147
5110	42100	5441
5113	912	12656
5114	29670	34792
5119	39196	1157
5121	45526	32874
5125	44626	32893
5128	27354	23491
5129	6124	14086
5131	14308	41976
5133	9638	22415
5136	4403	33793
5138	47981	37008
5140	10570	37788
5141	3862	41772
5142	25122	991
5143	45877	19651
5144	36265	36681
5147	33417	12554
5150	26646	30024
5153	12041	38471
5154	44116	2287
5155	2069	25358
5158	27574	35507
5159	11523	6566
5160	794	13265
5163	32620	31679
5164	2946	39368
5166	6711	46710
5167	18804	48547
5168	32775	24915
5169	29627	46780
5170	38848	11389
5172	44829	45987
5175	14322	48217
5176	11026	22886
5177	46409	38664
5179	9620	45666
5180	38827	22698
5182	10469	35790
5183	3839	19249
5185	3595	34565
5187	36746	49526
5188	25659	30263
5191	28962	17446
5192	49235	21313
5197	19725	23537
5199	11749	15230
5201	34215	23124
5206	48561	582
5209	18366	25475
5210	30341	27912
5213	26248	8240
5214	33242	38723
5215	23013	31087
5216	49100	34021
5218	18309	7421
5219	29918	11023
5222	46230	23960
5223	32308	37145
5224	35573	3370
5227	36447	25139
5228	27525	1105
5231	18102	25479
5235	34824	9812
5238	36239	5106
5242	32500	11382
5244	2160	21847
5245	19991	1281
5246	29715	38406
5247	36535	949
5251	31906	35540
5252	25817	44923
5253	25449	4320
5255	47059	34236
5256	22440	4967
5257	48723	9773
5258	18381	11030
5260	38380	41022
5262	22917	33555
5263	33360	19229
5269	22274	37506
5271	6941	34570
5272	43418	7000
5276	13970	32188
5277	3146	15691
5278	10409	33787
5279	11792	46884
5280	35397	28430
5282	37008	6940
5283	33174	5460
5284	35811	23103
5288	47374	8999
5289	43672	17766
5290	49344	5755
5292	25938	36873
5293	26298	49454
5295	29475	47918
5297	8879	18386
5298	39492	47510
5300	7639	22934
5303	36187	22693
5304	46003	23397
5305	23670	11076
5307	5630	22787
5308	15405	41152
5310	16941	48555
5311	42684	27226
5312	18154	24387
5313	36617	4292
5315	2586	34003
5316	48818	21996
5317	31594	26522
5319	39896	20864
5321	39828	45253
5324	40033	10086
5325	27149	42236
5330	32873	32806
5331	3863	27075
5333	28030	44896
5336	42260	13425
5337	49958	43146
5338	8696	19420
5340	39675	6185
5347	16624	6104
5348	42635	6528
5350	41515	40793
5352	10460	40429
5353	33310	30814
5354	45624	27316
5355	5681	11698
5357	29085	49103
5359	44337	31337
5361	9790	46828
5364	14204	19020
5366	22686	47902
5368	13023	28804
5371	13428	20872
5372	26297	11675
5373	719	20177
5376	29838	33912
5379	41906	28014
5380	15299	41218
5382	45521	13633
5385	44289	26500
5386	39649	2884
5391	35627	4287
5393	16968	29551
5395	12940	2233
5396	44057	19790
5397	25012	42431
5400	1175	1212
5401	34787	21568
5406	15825	15085
5407	34659	13735
5411	23972	8207
5420	33760	42760
5423	8062	33964
5425	30145	20080
5428	3019	18580
5429	35665	31705
5430	49357	39062
5433	20088	35296
5434	30795	10626
5435	35097	33558
5437	45825	36309
5438	6534	22066
5439	47356	33784
5440	47557	16049
5442	44658	10845
5443	35900	47495
5444	43383	11947
5445	24919	15408
5450	20315	12195
5452	41499	32517
5453	41669	1959
5454	23924	8306
5458	37249	17059
5461	7611	43485
5465	6082	49455
5472	37612	29552
5473	13901	47427
5475	3083	38631
5478	11527	23530
5480	25416	14784
5482	3926	41968
5484	25716	11048
5485	36953	37366
5486	5062	13976
5489	9148	46335
5491	29229	48934
5494	29517	37229
5501	47326	11465
5502	13035	16757
5504	2136	562
5509	14862	22133
5510	16917	29202
5511	38843	14870
5513	41919	10607
5514	5635	9833
5515	48077	27151
5518	23186	26442
5520	17166	22073
5523	28620	45501
5524	1129	41913
5526	12686	37546
5530	43195	39268
5531	47726	35318
5532	13013	44432
5533	45901	2378
5534	20392	22078
5535	12588	43361
5537	15854	34540
5538	2771	47936
5539	47260	48686
5541	16145	2740
5542	48049	26196
5545	21535	35449
5549	30503	16034
5553	34323	7321
5555	15533	15885
5556	43468	13713
5557	262	38213
5558	40981	39934
5561	4457	2289
5564	47853	33098
5567	19555	27883
5569	45070	13268
5570	25856	46331
5573	43347	13480
5577	5394	30858
5578	565	25593
5579	29540	18522
5580	15240	25608
5583	42890	5250
5588	21528	44829
5592	28230	8101
5593	45955	41775
5594	23252	14026
5595	45109	46959
5599	163	35496
5600	21613	17669
5602	15362	42798
5603	965	2310
5605	14128	28651
5608	31985	45343
5609	26358	41238
5610	9637	20978
5612	32458	42084
5615	40545	43646
5616	15648	36031
5617	4855	35392
5621	46983	40696
5623	8973	33777
5625	15527	44304
5626	17682	1464
5628	29717	1555
5629	7783	32136
